Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,ApplicantIncome_log,LoanAmount_log,Year,InterestRate
Male,Yes,3+,Not Graduate,No,4755,0.0,95000.0,360.0,0.0,Semiurban,0,8.46695197497949,11.461632170582678,2023,4.51
Male,Yes,3+,Graduate,Yes,5266,1774.0,187000.0,360.0,1.0,Semiurban,1,8.569026340056254,12.138863895836725,2016,2.51
Male,No,0,Graduate,No,3750,0.0,113000.0,480.0,1.0,Urban,0,8.229511118964457,11.635143097694478,2023,4.51
Male,No,0,Graduate,No,3750,4750.0,176000.0,360.0,1.0,Urban,0,8.229511118964457,12.078239274020289,2023,4.51
Male,Yes,1,Graduate,Yes,1000,3022.0,110000.0,360.0,1.0,Urban,0,6.907755278982137,11.608235644774552,2018,2.185
Male,Yes,3+,Graduate,No,3167,4000.0,180000.0,300.0,0.0,Semiurban,0,8.06054004653864,12.100712129872347,2016,2.51
Male,Yes,3+,Not Graduate,Yes,3333,2166.0,130000.0,360.0,1.0,Semiurban,1,8.11162807830774,11.77528972943772,2023,4.51
Female,No,0,Graduate,No,3846,0.0,111000.0,360.0,1.0,Semiurban,1,8.254788926148725,11.617285480294472,2018,2.185
Male,Yes,1,Graduate,Yes,2395,0.0,128000.0,360.0,1.0,Semiurban,1,7.781138509845015,11.759785542901755,2018,2.185
Female,Yes,2,Graduate,No,1378,1881.0,167000.0,360.0,1.0,Urban,0,7.228388451573604,12.025749091398891,2016,2.51
Male,Yes,0,Graduate,No,6000,2250.0,265000.0,360.0,1.0,Semiurban,0,8.699514748210191,12.487485104968359,2020,1.855
Male,Yes,1,Graduate,No,3988,0.0,50000.0,240.0,1.0,Urban,1,8.291045131081729,10.819778284410283,2022,2.1725
Male,No,0,Graduate,No,2366,2531.0,136000.0,360.0,1.0,Semiurban,1,7.768956044538332,11.820410164718188,2024,4.5175
Male,Yes,2,Not Graduate,No,3333,2000.0,99000.0,360.0,1.0,Semiurban,1,8.11162807830774,11.502875129116727,2022,2.1725
Male,Yes,0,Graduate,No,2500,2118.0,104000.0,360.0,1.0,Semiurban,1,7.824046010856292,11.55214617812351,2024,4.5175
Male,No,0,Graduate,No,8566,0.0,210000.0,360.0,1.0,Urban,1,9.055556158175316,12.254862809699606,2023,4.51
Male,Yes,0,Graduate,No,5695,4167.0,175000.0,360.0,1.0,Semiurban,1,8.647343875881283,12.072541252905651,2017,2.3274999999999997
Male,Yes,0,Graduate,No,2958,2900.0,131000.0,360.0,1.0,Semiurban,1,7.992268643270745,11.782952602183288,2016,2.51
Male,Yes,2,Graduate,No,6250,5654.0,188000.0,180.0,1.0,Semiurban,1,8.740336742730447,12.144197241812087,2022,2.1725
Male,Yes,2,Not Graduate,No,3273,1820.0,81000.0,360.0,1.0,Urban,1,8.09346227450118,11.302204433654575,2022,2.1725
Male,No,0,Graduate,No,4133,0.0,122000.0,360.0,1.0,Semiurban,1,8.326758814511733,11.711776323715394,2023,4.51
Male,No,0,Not Graduate,No,3620,0.0,25000.0,120.0,1.0,Semiurban,1,8.194229304819817,10.126631103850338,2020,1.855
Male,No,0,Graduate,No,6782,0.0,128000.0,360.0,1.0,Urban,0,8.822027322685583,11.759785542901755,2018,2.185
Female,Yes,0,Graduate,No,2484,2302.0,137000.0,360.0,1.0,Semiurban,1,7.81762544305337,11.827736204810263,2023,4.51
Male,Yes,0,Graduate,No,1977,997.0,50000.0,360.0,1.0,Semiurban,1,7.589335823170617,10.819778284410283,2021,1.8275000000000001
Male,Yes,0,Not Graduate,No,4188,0.0,115000.0,180.0,1.0,Semiurban,1,8.339978571990427,11.652687407345388,2018,2.185
Male,Yes,0,Graduate,No,1759,3541.0,131000.0,360.0,1.0,Semiurban,1,7.472500744737558,11.782952602183288,2016,2.51
Male,Yes,2,Not Graduate,No,4288,3263.0,133000.0,180.0,1.0,Urban,1,8.363575702750637,11.79810440720389,2018,2.185
Male,No,0,Graduate,No,4843,3806.0,151000.0,360.0,1.0,Semiurban,1,8.48528964240323,11.925035115797062,2020,1.855
Male,Yes,0,Graduate,No,13650,0.0,128000.0,360.0,1.0,Urban,1,9.521494800613105,11.759785542901755,2018,2.185
Male,Yes,0,Graduate,No,4652,3583.0,128000.0,360.0,1.0,Semiurban,1,8.445052513638554,11.759785542901755,2016,2.51
Male,Yes,0,Graduate,No,3816,754.0,160000.0,360.0,1.0,Urban,1,8.246958032568177,11.982929094215963,2020,1.855
Male,Yes,1,Graduate,No,3052,1030.0,100000.0,360.0,1.0,Urban,1,8.023552392404348,11.512925464970229,2022,2.1725
Male,Yes,2,Graduate,No,11417,1126.0,225000.0,360.0,1.0,Urban,1,9.342858751676328,12.323855681186558,2022,2.1725
Male,No,0,Not Graduate,No,7333,0.0,120000.0,360.0,1.0,Rural,0,8.9001399880938,11.695247021764184,2024,4.5175
Male,Yes,2,Graduate,No,3800,3600.0,216000.0,360.0,0.0,Urban,0,8.242756345714477,12.283033686666302,2018,2.185
Male,Yes,3+,Not Graduate,No,2071,754.0,94000.0,480.0,1.0,Semiurban,1,7.635786861395585,11.451050061252142,2022,2.1725
Male,No,0,Graduate,No,5316,0.0,136000.0,360.0,1.0,Urban,1,8.578476419833136,11.820410164718188,2016,2.51
Female,Yes,0,Graduate,No,2929,2333.0,139000.0,360.0,1.0,Semiurban,1,7.982416346827733,11.842229212112828,2019,2.0125
Male,Yes,0,Not Graduate,No,3572,4114.0,152000.0,360.0,0.0,Rural,0,8.18088094199639,11.931635799828413,2019,2.0125
Female,No,1,Graduate,Yes,7451,0.0,128000.0,360.0,1.0,Semiurban,1,8.916103530553727,11.759785542901755,2020,1.855
Male,No,0,Graduate,No,5050,0.0,118000.0,360.0,1.0,Semiurban,1,8.527143522269405,11.678439903447801,2022,2.1725
Male,Yes,1,Graduate,No,14583,0.0,185000.0,180.0,1.0,Rural,1,9.587611745713565,12.128111104060462,2022,2.1725
Female,Yes,0,Graduate,No,3167,2283.0,154000.0,360.0,1.0,Semiurban,1,8.06054004653864,11.944707881395766,2019,2.0125
Male,Yes,1,Graduate,No,2214,1398.0,85000.0,360.0,1.0,Urban,1,7.7025561132685825,11.350406535472453,2022,2.1725
Male,Yes,0,Graduate,No,5568,2142.0,175000.0,360.0,1.0,Rural,0,8.624791202014256,12.072541252905651,2018,2.185
Female,No,0,Graduate,No,10408,0.0,259000.0,360.0,1.0,Urban,1,9.250330020192342,12.464583340681674,2021,1.8275000000000001
Male,Yes,0,Graduate,No,5667,2667.0,180000.0,360.0,1.0,Rural,1,8.64241515616962,12.100712129872347,2017,2.3274999999999997
Female,No,0,Graduate,No,4166,0.0,44000.0,360.0,1.0,Semiurban,1,8.334711621820917,10.691944912900398,2024,4.5175
Female,No,0,Graduate,No,2137,8980.0,137000.0,360.0,0.0,Semiurban,1,7.667158255319148,11.827736204810263,2020,1.855
Male,Yes,2,Graduate,No,2957,0.0,81000.0,360.0,1.0,Semiurban,1,7.9919305198524775,11.302204433654575,2021,1.8275000000000001
Male,Yes,0,Not Graduate,No,4300,2014.0,194000.0,360.0,1.0,Rural,1,8.366370301681654,12.175613438045465,2019,2.0125
Female,No,0,Graduate,No,3692,0.0,93000.0,360.0,1.0,Rural,1,8.213923595622743,11.440354772135393,2022,2.1725
Male,Yes,3+,Graduate,No,23803,0.0,370000.0,360.0,1.0,Rural,1,10.077566902136047,12.821258284620408,2024,4.5175
Male,No,0,Graduate,No,3865,1640.0,128000.0,360.0,1.0,Rural,1,8.259716961021523,11.759785542901755,2022,2.1725
Male,Yes,1,Graduate,Yes,10513,3850.0,160000.0,180.0,0.0,Urban,0,9.26036786557583,11.982929094215963,2016,2.51
Male,Yes,0,Graduate,No,6080,2569.0,182000.0,360.0,1.0,Rural,0,8.712759974960212,12.111761966058932,2016,2.51
Male,No,0,Graduate,Yes,20166,0.0,650000.0,480.0,1.0,Urban,1,9.91175329695316,13.38472764187182,2024,4.5175
Male,No,0,Graduate,No,2014,1929.0,74000.0,360.0,1.0,Urban,1,7.607878073278507,11.211820372186306,2024,4.5175
Male,No,0,Graduate,No,2718,0.0,70000.0,360.0,1.0,Semiurban,1,7.907651594711089,11.156250521031495,2019,2.0125
Male,Yes,0,Graduate,Yes,3459,0.0,25000.0,120.0,1.0,Semiurban,1,8.148734808937169,10.126631103850338,2024,4.5175
Male,No,0,Graduate,No,4895,0.0,102000.0,360.0,1.0,Semiurban,1,8.49596955496461,11.532728092266408,2018,2.185
Male,Yes,3+,Graduate,No,4000,7750.0,290000.0,360.0,1.0,Semiurban,0,8.294049640102028,12.577636201962656,2022,2.1725
Female,Yes,0,Graduate,No,4583,0.0,84000.0,360.0,1.0,Rural,0,8.430109084509125,11.33857207782545,2021,1.8275000000000001
Male,Yes,2,Graduate,Yes,3316,3500.0,88000.0,360.0,1.0,Urban,1,8.106514516255185,11.385092093460344,2023,4.51
Male,No,0,Graduate,No,14999,0.0,242000.0,360.0,0.0,Semiurban,0,9.61573881119536,12.396693005138824,2024,4.5175
Male,Yes,2,Not Graduate,No,4200,1430.0,129000.0,360.0,1.0,Rural,0,8.34283980427146,11.76756768334381,2020,1.855
Male,Yes,2,Graduate,No,5042,2083.0,185000.0,360.0,1.0,Rural,0,8.525558107747866,12.128111104060462,2016,2.51
Male,No,0,Graduate,No,5417,0.0,168000.0,360.0,1.0,Urban,1,8.597297435657898,12.031719258385396,2018,2.185
Male,No,0,Graduate,Yes,6950,0.0,175000.0,180.0,1.0,Semiurban,1,8.846496938558838,12.072541252905651,2023,4.51
Male,Yes,0,Graduate,No,2698,2034.0,122000.0,360.0,1.0,Semiurban,1,7.900266036767701,11.711776323715394,2021,1.8275000000000001
Male,Yes,2,Graduate,No,11757,0.0,187000.0,180.0,1.0,Urban,1,9.372204086867741,12.138863895836725,2023,4.51
Female,Yes,0,Graduate,No,2330,4486.0,100000.0,360.0,1.0,Semiurban,1,7.753623546559746,11.512925464970229,2024,4.5175
Female,Yes,2,Graduate,No,14866,0.0,70000.0,360.0,1.0,Urban,1,9.60683200528524,11.156250521031495,2019,2.0125
Male,Yes,1,Graduate,No,1538,1425.0,30000.0,360.0,1.0,Urban,1,7.338238150065589,10.308952660644293,2016,2.51
Female,No,0,Graduate,No,10000,1666.0,225000.0,360.0,1.0,Rural,0,9.210340371976184,12.323855681186558,2016,2.51
Male,Yes,0,Graduate,No,4860,830.0,125000.0,360.0,1.0,Semiurban,1,8.48879371689454,11.736069016284437,2019,2.0125
Male,No,0,Graduate,No,6277,0.0,118000.0,360.0,0.0,Rural,0,8.744647438317532,11.678439903447801,2022,2.1725
Male,Yes,0,Graduate,Yes,2577,3750.0,152000.0,360.0,1.0,Rural,1,7.854381210652365,11.931635799828413,2017,2.3274999999999997
Male,No,0,Graduate,No,9166,0.0,244000.0,360.0,1.0,Urban,0,9.123256265069069,12.404923504275338,2018,2.185
Male,Yes,2,Not Graduate,No,2281,0.0,113000.0,360.0,1.0,Rural,0,7.732369222284388,11.635143097694478,2016,2.51
Male,No,0,Graduate,No,3254,0.0,50000.0,360.0,1.0,Urban,1,8.087640287778983,10.819778284410283,2020,1.855
Male,Yes,3+,Graduate,No,39999,0.0,600000.0,180.0,0.0,Semiurban,1,10.596609732783568,13.304684934198283,2016,2.51
Male,Yes,1,Graduate,No,6000,0.0,160000.0,360.0,1.0,Rural,1,8.699514748210191,11.982929094215963,2023,4.51
Male,Yes,1,Graduate,No,9538,0.0,187000.0,360.0,1.0,Urban,1,9.16303909885817,12.138863895836725,2016,2.51
Male,No,0,Graduate,No,2980,2083.0,120000.0,360.0,1.0,Rural,1,7.9996785794994505,11.695247021764184,2016,2.51
Male,Yes,0,Graduate,No,4583,5625.0,255000.0,360.0,1.0,Semiurban,1,8.430109084509125,12.449018824140563,2017,2.3274999999999997
Male,Yes,0,Not Graduate,No,1863,1041.0,98000.0,360.0,1.0,Semiurban,1,7.529943370601589,11.49272275765271,2017,2.3274999999999997
Male,Yes,0,Graduate,No,7933,0.0,275000.0,360.0,1.0,Urban,0,8.978786553302003,12.524526376648708,2021,1.8275000000000001
Male,Yes,1,Graduate,No,3089,1280.0,121000.0,360.0,0.0,Semiurban,0,8.035602692918582,11.703545824578878,2022,2.1725
Male,Yes,2,Graduate,No,4167,1447.0,158000.0,360.0,1.0,Rural,1,8.334951631422454,11.970350312009105,2020,1.855
Male,Yes,0,Graduate,No,9323,0.0,75000.0,180.0,1.0,Urban,1,9.140239744296693,11.225243392518447,2016,2.51
Male,Yes,0,Graduate,No,3707,3166.0,182000.0,360.0,1.0,Rural,1,8.217978203150732,12.111761966058932,2016,2.51
Female,Yes,0,Graduate,No,4583,0.0,112000.0,360.0,1.0,Rural,0,8.430109084509125,11.626254150277232,2018,2.185
Male,Yes,0,Graduate,No,2439,3333.0,129000.0,360.0,1.0,Rural,1,7.79934339821592,11.76756768334381,2017,2.3274999999999997
Male,No,0,Graduate,No,2237,0.0,63000.0,480.0,0.0,Semiurban,0,7.71289096149013,11.05089000537367,2020,1.855
Male,Yes,2,Graduate,No,8000,0.0,200000.0,360.0,1.0,Semiurban,1,8.987196820661973,12.206072645530174,2021,1.8275000000000001
Male,Yes,0,Not Graduate,No,1820,1769.0,95000.0,360.0,1.0,Rural,1,7.506591780070841,11.461632170582678,2022,2.1725
Male,Yes,3+,Graduate,No,51763,0.0,700000.0,300.0,1.0,Urban,1,10.854430887309706,13.458835614025542,2019,2.0125
Male,Yes,3+,Not Graduate,No,3522,0.0,81000.0,180.0,1.0,Rural,0,8.166784289056151,11.302204433654575,2022,2.1725
Male,Yes,0,Graduate,No,5708,5625.0,187000.0,360.0,1.0,Semiurban,1,8.649623978596727,12.138863895836725,2023,4.51
Male,Yes,0,Not Graduate,Yes,4344,736.0,87000.0,360.0,1.0,Semiurban,0,8.37655086161377,11.37366339763672,2016,2.51
Male,Yes,0,Graduate,No,3497,1964.0,116000.0,360.0,1.0,Rural,1,8.159660737063376,11.661345470088502,2021,1.8275000000000001
Male,Yes,2,Graduate,No,2045,1619.0,101000.0,360.0,1.0,Rural,1,7.623153068476902,11.522875795823397,2023,4.51
Male,Yes,3+,Graduate,No,5516,11300.0,495000.0,360.0,0.0,Semiurban,0,8.615408238913192,13.112313041550827,2020,1.855
Male,Yes,1,Graduate,No,3750,0.0,116000.0,360.0,1.0,Semiurban,1,8.229511118964457,11.661345470088502,2019,2.0125
Male,No,0,Not Graduate,No,2333,1451.0,102000.0,480.0,0.0,Urban,0,7.75491027202143,11.532728092266408,2017,2.3274999999999997
Male,Yes,1,Graduate,No,6400,7250.0,180000.0,360.0,0.0,Urban,0,8.764053269347762,12.100712129872347,2021,1.8275000000000001
Male,No,0,Graduate,No,1916,5063.0,67000.0,360.0,1.0,Rural,0,7.557994958530806,11.112447898373103,2021,1.8275000000000001
Male,Yes,0,Graduate,No,4600,0.0,73000.0,180.0,1.0,Semiurban,1,8.433811582477187,11.198214720130528,2016,2.51
Male,Yes,1,Graduate,No,33846,0.0,260000.0,360.0,1.0,Semiurban,0,10.429576102968031,12.468436909997665,2024,4.5175
Female,Yes,0,Graduate,No,3625,0.0,108000.0,360.0,1.0,Semiurban,1,8.195609567288775,11.589886506106357,2021,1.8275000000000001
Male,Yes,0,Graduate,Yes,39147,4750.0,120000.0,360.0,1.0,Semiurban,1,10.575079070130357,11.695247021764184,2018,2.185
Male,Yes,1,Graduate,Yes,2178,0.0,66000.0,300.0,0.0,Rural,0,7.686162303492906,11.097410021008562,2019,2.0125
Male,Yes,0,Graduate,No,2383,2138.0,58000.0,360.0,1.0,Rural,1,7.776115477098742,10.968198289528557,2019,2.0125
Male,Yes,0,Graduate,Yes,674,5296.0,168000.0,360.0,1.0,Rural,1,6.513230110912307,12.031719258385396,2018,2.185
Male,Yes,0,Graduate,No,9328,0.0,188000.0,180.0,1.0,Rural,1,9.140775908590273,12.144197241812087,2018,2.185
Male,No,0,Not Graduate,No,4885,0.0,48000.0,360.0,1.0,Rural,1,8.493924564476883,10.778956289890028,2018,2.185
Male,No,0,Graduate,No,12000,0.0,164000.0,360.0,1.0,Semiurban,0,9.392661928770137,12.007621706806335,2019,2.0125
Male,Yes,0,Not Graduate,No,6033,0.0,160000.0,360.0,1.0,Urban,0,8.704999678440762,11.982929094215963,2022,2.1725
Male,No,0,Graduate,No,3858,0.0,76000.0,360.0,1.0,Semiurban,1,8.257904193465674,11.238488619268468,2019,2.0125
Male,No,0,Graduate,No,4191,0.0,120000.0,360.0,1.0,Rural,1,8.340694647925071,11.695247021764184,2024,4.5175
Male,Yes,1,Graduate,No,3125,2583.0,170000.0,360.0,1.0,Semiurban,0,8.047189562170502,12.043553716032399,2016,2.51
Male,No,0,Graduate,No,8333,3750.0,187000.0,360.0,1.0,Rural,1,9.027978814382207,12.138863895836725,2023,4.51
Female,No,0,Not Graduate,No,1907,2365.0,120000.0,360.0,1.0,Urban,1,7.553286605600419,11.695247021764184,2022,2.1725
Female,Yes,0,Graduate,No,3416,2816.0,113000.0,360.0,1.0,Semiurban,1,8.13622555490846,11.635143097694478,2017,2.3274999999999997
Male,No,0,Graduate,Yes,11000,0.0,83000.0,360.0,1.0,Urban,0,9.305650551780507,11.326595886778735,2023,4.51
Male,Yes,1,Not Graduate,No,2600,2500.0,90000.0,360.0,1.0,Semiurban,1,7.8632667240095735,11.407564949312402,2016,2.51
Male,No,2,Graduate,No,4923,0.0,166000.0,360.0,0.0,Semiurban,1,8.5016733797582,12.01974306733868,2024,4.5175
Male,Yes,3+,Not Graduate,No,3992,0.0,128000.0,180.0,1.0,Urban,0,8.292047637431354,11.759785542901755,2024,4.5175
